# PD Controller Data Log (Direct Dynamixel Control)
# Kp: 2.0, Kd: 0.6
# Time(s), Reference(rad), Current(rad), Error(rad), Effort
18.4849, 0.500000, 1.276272, -0.776272, -5.000000
18.5170, 0.500000, 1.406660, -0.906660, -5.000000
18.5490, 0.500000, 1.372913, -0.872913, 0.279029
18.5810, 0.500000, 1.240990, -0.740990, 5.000000
18.6130, 0.500000, 1.168893, -0.668893, 2.988039
18.6450, 0.500000, 1.276272, -0.776272, -5.000000
18.6770, 0.500000, 1.403592, -0.903592, -5.000000
18.7090, 0.500000, 1.366777, -0.866777, 0.475379
18.7410, 0.500000, 1.237922, -0.737922, 5.000000
18.7730, 0.500000, 1.170427, -0.670427, 2.708855
18.8050, 0.500000, 1.277806, -0.777806, -5.000000
18.8369, 0.500000, 1.408194, -0.908194, -5.000000
18.8689, 0.500000, 1.374447, -0.874447, 0.275961
18.9009, 0.500000, 1.244058, -0.744058, 5.000000
18.9330, 0.500000, 1.170427, -0.670427, 3.077010
18.9650, 0.500000, 1.276272, -0.776272, -5.000000
18.9970, 0.500000, 1.405126, -0.905126, -5.000000
19.0290, 0.500000, 1.371379, -0.871379, 0.282097
19.0610, 0.500000, 1.239456, -0.739456, 5.000000
19.0930, 0.500000, 1.165825, -0.665825, 3.086214
19.1250, 0.500000, 1.270136, -0.770136, -5.000000
19.1569, 0.500000, 1.398990, -0.898990, -5.000000
19.1889, 0.500000, 1.365243, -0.865243, 0.294369
19.2209, 0.500000, 1.233321, -0.733321, 5.000000
19.2529, 0.500000, 1.159689, -0.659689, 3.098486
19.2849, 0.500000, 1.267068, -0.767068, -5.000000
19.3169, 0.500000, 1.394389, -0.894389, -5.000000
19.3489, 0.500000, 1.359107, -0.859107, 0.398680
19.3809, 0.500000, 1.230253, -0.730253, 5.000000
19.4129, 0.500000, 1.156622, -0.656622, 3.104622
19.4449, 0.500000, 1.265534, -0.765534, -5.000000
19.4769, 0.500000, 1.392855, -0.892855, -5.000000
19.5089, 0.500000, 1.359107, -0.859107, 0.306641
19.5409, 0.500000, 1.227185, -0.727185, 5.000000
19.5729, 0.500000, 1.155088, -0.655088, 3.015651
19.6048, 0.500000, 1.260932, -0.760932, -5.000000
19.6369, 0.500000, 1.389787, -0.889787, -5.000000
19.6688, 0.500000, 1.356039, -0.856039, 0.312777
19.7009, 0.500000, 1.225651, -0.725651, 5.000000
19.7329, 0.500000, 1.153554, -0.653554, 3.018719
19.7649, 0.500000, 1.260932, -0.760932, -5.000000
19.7969, 0.500000, 1.389787, -0.889787, -5.000000
19.8289, 0.500000, 1.354505, -0.854505, 0.407883
19.8609, 0.500000, 1.224117, -0.724117, 5.000000
19.8929, 0.500000, 1.155088, -0.655088, 2.831573
19.9249, 0.500000, 1.262466, -0.762466, -5.000000
19.9569, 0.500000, 1.391321, -0.891321, -5.000000
19.9889, 0.500000, 1.356039, -0.856039, 0.404815
20.0208, 0.500000, 1.225651, -0.725651, 5.000000
20.0529, 0.500000, 1.156622, -0.656622, 2.828505
20.0849, 0.500000, 1.264000, -0.764000, -5.000000
20.1169, 0.500000, 1.392855, -0.892855, -5.000000
20.1489, 0.500000, 1.357573, -0.857573, 0.401747
20.1809, 0.500000, 1.227185, -0.727185, 5.000000
20.2129, 0.500000, 1.158155, -0.658155, 2.825437
20.2449, 0.500000, 1.267068, -0.767068, -5.000000
20.2769, 0.500000, 1.395923, -0.895923, -5.000000
20.3089, 0.500000, 1.360641, -0.860641, 0.395612
20.3409, 0.500000, 1.230253, -0.730253, 5.000000
20.3729, 0.500000, 1.159689, -0.659689, 2.914408
20.4048, 0.500000, 1.268602, -0.768602, -5.000000
20.4369, 0.500000, 1.397456, -0.897456, -5.000000
20.4689, 0.500000, 1.362175, -0.862175, 0.392544
20.5009, 0.500000, 1.230253, -0.730253, 5.000000
20.5329, 0.500000, 1.161223, -0.661223, 2.819301
20.5649, 0.500000, 1.268602, -0.768602, -5.000000
20.5969, 0.500000, 1.397456, -0.897456, -5.000000
20.6289, 0.500000, 1.363709, -0.863709, 0.297437
20.6609, 0.500000, 1.230253, -0.730253, 5.000000
20.6928, 0.500000, 1.159689, -0.659689, 2.914408
20.7248, 0.500000, 1.267068, -0.767068, -5.000000
20.7568, 0.500000, 1.394389, -0.894389, -5.000000
20.7888, 0.500000, 1.357573, -0.857573, 0.493786
20.8208, 0.500000, 1.227185, -0.727185, 5.000000
20.8528, 0.500000, 1.159689, -0.659689, 2.730330
20.8848, 0.500000, 1.268602, -0.768602, -5.000000
20.9169, 0.500000, 1.395923, -0.895923, -5.000000
20.9488, 0.500000, 1.360641, -0.860641, 0.395612
20.9808, 0.500000, 1.230253, -0.730253, 5.000000
21.0128, 0.500000, 1.161223, -0.661223, 2.819301
21.0448, 0.500000, 1.268602, -0.768602, -5.000000
21.0768, 0.500000, 1.395923, -0.895923, -5.000000
21.1088, 0.500000, 1.360641, -0.860641, 0.395612
21.1408, 0.500000, 1.231787, -0.731787, 5.000000
21.1728, 0.500000, 1.159689, -0.659689, 3.006447
21.2048, 0.500000, 1.265534, -0.765534, -5.000000
21.2368, 0.500000, 1.395923, -0.895923, -5.000000
21.2688, 0.500000, 1.359107, -0.859107, 0.490718
21.3008, 0.500000, 1.228719, -0.728719, 5.000000
21.3328, 0.500000, 1.162757, -0.662757, 2.632156
21.3648, 0.500000, 1.273204, -0.773204, -5.000000
21.3968, 0.500000, 1.400524, -0.900524, -5.000000
21.4288, 0.500000, 1.363709, -0.863709, 0.481514
21.4608, 0.500000, 1.236389, -0.736389, 5.000000
21.4928, 0.500000, 1.167359, -0.667359, 2.807029
21.5248, 0.500000, 1.274738, -0.774738, -5.000000
21.5568, 0.500000, 1.405126, -0.905126, -5.000000
21.5888, 0.500000, 1.371379, -0.871379, 0.282097
21.6208, 0.500000, 1.237922, -0.737922, 5.000000
21.6527, 0.500000, 1.165825, -0.665825, 2.994175
21.6848, 0.500000, 1.274738, -0.774738, -5.000000
21.7168, 0.500000, 1.400524, -0.900524, -5.000000
21.7488, 0.500000, 1.363709, -0.863709, 0.481514
21.7808, 0.500000, 1.233321, -0.733321, 5.000000
